paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
CICC-2016-P0001,CICC,CICC,2016,missing,CICC 2016 accepted-paper coverage marker: no reliable title-level source found in this run,,,,other,,,,,,https://dblp.org/db/conf/cicc/index.html,,,,CICC source-discovery audit for 2016,https://dblp.org/db/conf/cicc/index.html,bib_index,secondary,needs_review,low,,,coverage_gap,,,uncertain,Crossref exact CICC/container query returned zero 2016 rows; DBLP index access was unstable and public index did not expose 2016 in the captured pass.,,,,,none,,,no,title|authors|doi|official_url,"Missing coverage marker, not a paper."
CICC-2017-P0031,CICC,CICC,2017,complete,A 6.1mW 5Mb/s 2.4GHz transceiver with F-OOK modulation for high bandwidth and energy efficiencies,Yining Zhang|Ranran Zhou|Woogeun Rhee|Zhihua Wang,Technical Program,,accepted_paper,10.1109/cicc.2017.7993616,,https://doi.org/10.1109/cicc.2017.7993616,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993616,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0032,CICC,CICC,2017,complete,"A 6-bit 0.81mW 700-MS/s SAR ADC with sparkle-code correction, resolution enhancement, and background window width calibration",Yeonam Yoon|Nan Sun,Technical Program,,accepted_paper,10.1109/cicc.2017.7993695,,https://doi.org/10.1109/cicc.2017.7993695,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993695,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0033,CICC,CICC,2017,complete,A 73dB SNDR 20MS/s 1.28mW SAR-TDC using hybrid two-step quantization,Jason Muhlestein|Spencer Leuenberger|Hyuk Sun|Yang Xu|Un-Ku Moon,Technical Program,,accepted_paper,10.1109/cicc.2017.7993701,,https://doi.org/10.1109/cicc.2017.7993701,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993701,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0034,CICC,CICC,2017,complete,A 74.33 dB SNDR 20 MSPS 2.74 mW pipelined ADC using a dynamic deadzone ring amplifier,Spencer Leuenberger|Jason Muhlestein|Hyuk Sun|Praveen Venkatachala|Un-Ku Moon,Technical Program,,accepted_paper,10.1109/cicc.2017.7993697,,https://doi.org/10.1109/cicc.2017.7993697,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993697,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0035,CICC,CICC,2017,complete,A 92.1% efficient DC-DC converter for ultra-low power microcontrollers with fast wake-up,F. Santoro|R. Kuhn|N. Gibson|N. Rasera|T. Tost|D. Schmitt-Landsiedel|R. Brederlow,Technical Program,,accepted_paper,10.1109/cicc.2017.7993621,,https://doi.org/10.1109/cicc.2017.7993621,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993621,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0036,CICC,CICC,2017,complete,A 980μW 5.2dB-NF current-reused direct-conversion bluetooth-low-energy receiver in 40nm CMOS,Amir H. Masnadi Shirazi|Hossein Miri Lavasani|Mojtaba Sharifzadeh|Yashar Rajavi|Shahriar Mirabbasi|Mazhareddin Taghivand,Technical Program,,accepted_paper,10.1109/cicc.2017.7993647,,https://doi.org/10.1109/cicc.2017.7993647,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993647,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0037,CICC,CICC,2017,complete,A background calibrated 28GS/s 8b interleaved SAR ADC in 28nm CMOS,M. Q. Le|J. Gorecki|J. Riani|J. Pernillo|A. Tan|K. Gopalakrishnan|B. Helal|P. Khandelwal|C. Loi|I. Quek|P. Wong|A. Buchwald,Technical Program,,accepted_paper,10.1109/cicc.2017.7993699,,https://doi.org/10.1109/cicc.2017.7993699,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993699,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0038,CICC,CICC,2017,complete,A bidirectional lens-free digital-bits-in/-out 0.57mm2 Terahertz nano-radio in CMOS with 49.3mW peak power consumption supporting 50cm Internet-of-Things communication,Taiyun Chi|Hechen Wang|Min-Yu Huang|Fa Foster Dai|Hua Wang,Technical Program,,accepted_paper,10.1109/cicc.2017.7993664,,https://doi.org/10.1109/cicc.2017.7993664,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993664,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0039,CICC,CICC,2017,complete,A CMOS 22k-pixel single-cell resolution multi-modality real-time cellular sensing array,Jongseok Park|Moez Karim Aziz|Sandra Gonzalez|Doohwan Jung|Taiyun Chi|Sensen Li|Hee Cheol Cho|Hua Wang,Technical Program,,accepted_paper,10.1109/cicc.2017.7993710,,https://doi.org/10.1109/cicc.2017.7993710,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993710,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0040,CICC,CICC,2017,complete,A CMOS pixel design with binary space-time exposure encoding for computational imaging,Yi Luo|Shahriar Mirabbasi,Technical Program,,accepted_paper,10.1109/cicc.2017.7993653,,https://doi.org/10.1109/cicc.2017.7993653,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993653,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0041,CICC,CICC,2017,complete,A/D converter fundamentals and trends,Hui Pan,Technical Program,,accepted_paper,10.1109/cicc.2017.7993723,,https://doi.org/10.1109/cicc.2017.7993723,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993723,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0042,CICC,CICC,2017,complete,A digital pulse width modulation closed loop control LDMOS gate driver for LED drivers implemented in a 0.18 μm HV CMOS technology,Sebastian Strache|Leo Rolff|Stefan Dietrich|Michael Hanhart|Tobias Zekorn|Ralf Wunderlich|Stefan Heinen,Technical Program,,accepted_paper,10.1109/cicc.2017.7993618,,https://doi.org/10.1109/cicc.2017.7993618,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993618,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0043,CICC,CICC,2017,complete,A digital sine-weighted switched-Gm mixer for single-clock power-scalable parallel receivers,Reda Kasri|Eric Klumperink|Philippe Cathelin|Eric Tournier|Bram Nauta,Technical Program,,accepted_paper,10.1109/cicc.2017.7993644,,https://doi.org/10.1109/cicc.2017.7993644,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993644,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0044,CICC,CICC,2017,complete,A DRAM based physical unclonable function capable of generating >1032 Challenge Response Pairs per 1Kbit array for secure chip authentication,Qianying Tang|Chen Zhou|Woong Choi|Gyuseong Kang|Jongsun Park|Keshab K. Parhi|Chris. H. Kim,Technical Program,,accepted_paper,10.1109/cicc.2017.7993610,,https://doi.org/10.1109/cicc.2017.7993610,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993610,paper,primary,verified,high,T08/T11/T12,security_reliability,security|puf|trng|crypto|side_channel|reliability,CICC-C08,"Security, PUF, TRNG, side-channel, and reliability circuits",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0045,CICC,CICC,2017,complete,A dynamically reconfigurable ECG analog front-end with a 2.5 × data-dependent power reduction,Somok Mondal|Chung-Lun Hsu|Roozbeh Jafari|Drew Hall,Technical Program,,accepted_paper,10.1109/cicc.2017.7993705,,https://doi.org/10.1109/cicc.2017.7993705,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993705,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0046,CICC,CICC,2017,complete,A front-end ASIC with high-voltage transmit switching and receive digitization for forward-looking intravascular ultrasound,Mingliang Tan|Chao Chen|Zhao Chen|Jovana Janjic|Verya Daeichin|Zu-yao Chang|Emile Noothout|Gijs van Soest|Martin Verweij|Nico de Jong|Michiel Pertijs,Technical Program,,accepted_paper,10.1109/cicc.2017.7993708,,https://doi.org/10.1109/cicc.2017.7993708,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993708,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0047,CICC,CICC,2017,complete,A LTE RX front-end with digitally programmable multi-band blocker cancellation in 28nm CMOS,Qiwei Wang|Hajime Shibata|Anthony Chan Carusone|Antonio Liscidini,Technical Program,,accepted_paper,10.1109/cicc.2017.7993646,,https://doi.org/10.1109/cicc.2017.7993646,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993646,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0048,CICC,CICC,2017,complete,"A monolithically integrated, optically clocked 10 GS/s sampler with a bandwidth of >30 GHz and a jitter of <30 fs in photonic SiGe BiCMOS technology",B. Krueger|R. E. Makon|O. Landolt|O. Hidri|T. Schweiger|E. Krune|D. Knoll|S. Lischke|J. Schulze,Technical Program,,accepted_paper,10.1109/cicc.2017.7993673,,https://doi.org/10.1109/cicc.2017.7993673,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993673,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0049,CICC,CICC,2017,complete,A pipelined SAR ADC reusing the comparator as residue amplifier,Miguel Gandara|Wenjuan Guo|Xiyuan Tang|Long Chen|Yeonam Yoon|Nan Sun,Technical Program,,accepted_paper,10.1109/cicc.2017.7993696,,https://doi.org/10.1109/cicc.2017.7993696,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993696,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0050,CICC,CICC,2017,complete,A power-efficient multi-channel PPG ASIC with 112dB receiver DR for pulse oximetry and NIRS,Philipp Schonle|Schekeb Fateh|Thomas Burger|Qiuting Huang,Technical Program,,accepted_paper,10.1109/cicc.2017.7993704,,https://doi.org/10.1109/cicc.2017.7993704,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993704,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2017-P0051,CICC,CICC,2017,complete,A precisely-timed energy injection technique achieving 58/10/2μs start-up in 1.84/10/50MHz crystal oscillators,Hani Esmaeelzadeh|Sudhakar Pamarti,Technical Program,,accepted_paper,10.1109/cicc.2017.7993605,,https://doi.org/10.1109/cicc.2017.7993605,,,https://dblp.org/db/conf/cicc/cicc2017.html,,https://doi.org/10.1109/CICC.2017,,Crossref metadata for 2017 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2017.7993605,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
